type	entity
PERSON	Armand Marie Leroi
ORGANIZATION	Google
PERSON	Cicero
PERSON	Cicero
PERSON	Harold Bloom
ORGANIZATION	Bloom
ORGANIZATION	Bloom
PERSON	Paul Val
PERSON	Edmund Wilson
PERSON	Sophocles
PERSON	Arthur Danto
PERSON	Mark Rothko
PERSON	Jane Austen
LOCATION	Republic of Learning
PERSON	Armand Marie Leroi
ORGANIZATION	Imperial College London
ORGANIZATION	International New York Times Order Reprints Today
ORGANIZATION	New York
ORGANIZATION	New York
ORGANIZATION	The New York Times Company Contact Us Work
