type	entity
PERSON	Byron
PERSON	Robin Williams
LOCATION	US
PERSON	Williams
PERSON	Williams
ORGANIZATION	Google
ORGANIZATION	Voltaire
LOCATION	Europe
PERSON	Williams
ORGANIZATION	Journal For Authors For Referees Specials amp Supplements Podcasts Videos History of Nature Awards Journals A Z Journals A Z Nature Nature Communications Nature Protocols Review
ORGANIZATION	Biological Sciences Earth amp Environmental Sciences Health Sciences Physical Sciences Scientific Community amp Society View
ORGANIZATION	Subscriptions Authors amp Referees Librarians Advertisers Press
ORGANIZATION	Natureasia Nature China Nature India Nature Japan Nature Korea Nature Middle East Nature Research About us Work
ORGANIZATION	Terms amp Conditions Partners For
ORGANIZATION	Journal
ORGANIZATION	Press
ORGANIZATION	Macmillan Publishers Limited
