File	type	entity
austen-pride.tsv	LOCATION	Meryton The Bennets
austen-pride.tsv	LOCATION	Charlotte
austen-pride.tsv	LOCATION	Longbourn
austen-pride.tsv	LOCATION	Bingley
austen-pride.tsv	LOCATION	Netherfield
austen-pride.tsv	LOCATION	Longbourn
austen-pride.tsv	LOCATION	Longbourn
austen-pride.tsv	LOCATION	London
austen-pride.tsv	LOCATION	Longbourn
austen-pride.tsv	LOCATION	Derbyshire
austen-pride.tsv	LOCATION	London
austen-pride.tsv	LOCATION	Bingley
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	Bingley
austen-pride.tsv	LOCATION	Oakham Mount
austen-pride.tsv	LOCATION	Mount
austen-pride.tsv	LOCATION	Netherfield
austen-pride.tsv	LOCATION	Netherfield
austen-pride.tsv	LOCATION	Longbourn
austen-pride.tsv	LOCATION	Bingley
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	Charlotte
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	Netherfield
austen-pride.tsv	LOCATION	Meryton
austen-pride.tsv	LOCATION	Derbyshire
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	London
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	Pemberley
austen-pride.tsv	LOCATION	Derbyshire
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	Mississippi
austen-pride.tsv	LOCATION	Melan Dr S Fairbanks AK
austen-pride.tsv	LOCATION	West Salt Lake City UT
austen-pride.tsv	LOCATION	United States
austen-pride.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	Mansfield Park
austen-sense.tsv	LOCATION	Southampton
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Chawton Cottage
austen-sense.tsv	LOCATION	Sloane Street
austen-sense.tsv	LOCATION	Mansfield Park
austen-sense.tsv	LOCATION	Mansfield Park
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Worcester
austen-sense.tsv	LOCATION	Steventon
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Barton Place
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Upton Pynes
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Hampshire
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Norland Park
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Barton Cottage
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Barton Valley
austen-sense.tsv	LOCATION	Barton Cottage
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Stanhill
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Barton The Miss Dashwoods
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Sussex
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Avignon
austen-sense.tsv	LOCATION	Newton
austen-sense.tsv	LOCATION	Whitwell
austen-sense.tsv	LOCATION	Honiton
austen-sense.tsv	LOCATION	Whitwell
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Avignon
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Plymouth
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Hanover
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Allenham Mama
austen-sense.tsv	LOCATION	Weymouth
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Park
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Park
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Park
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Plymouth
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Plymouth
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Plymouth
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Portman Square Towards
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Bond Street
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Berkeley
austen-sense.tsv	LOCATION	Willoughby
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Berkeley
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Conduit Street
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Pall Mall
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Scotland
austen-sense.tsv	LOCATION	East Indies
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Dorsetshire
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Berkeley Streets
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Sackville Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Dorsetshire
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Berkeley Street Twice
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Conduit Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	England
austen-sense.tsv	LOCATION	Westminster
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Dartford
austen-sense.tsv	LOCATION	Conduit Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Barton Park
austen-sense.tsv	LOCATION	Norfolk
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Kensington Gardens
austen-sense.tsv	LOCATION	Gardens
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Kensington Gardens
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	No Pall Mall
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Somersetshire
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Bristol
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	St James Street
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Delaford Parsonage
austen-sense.tsv	LOCATION	Delaford Parsonage
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Hanover Square
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Willoughby
austen-sense.tsv	LOCATION	Somerset
austen-sense.tsv	LOCATION	Lombardy
austen-sense.tsv	LOCATION	Combe Magna
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Dorsetshire
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Charlotte
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Willoughby Illustration
austen-sense.tsv	LOCATION	Marlborough
austen-sense.tsv	LOCATION	Marlborough
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Marlborough
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Allenham
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Miss Grey
austen-sense.tsv	LOCATION	Berkeley Street
austen-sense.tsv	LOCATION	Devonshire
austen-sense.tsv	LOCATION	Drury Lane
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Combe Magna
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Cleveland
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Abbeyland
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Plymouth Thomas
austen-sense.tsv	LOCATION	Delaford Delaford
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	Longstaple
austen-sense.tsv	LOCATION	Harley Street
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	Norland
austen-sense.tsv	LOCATION	Sussex
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	Plymouth
austen-sense.tsv	LOCATION	Exeter
austen-sense.tsv	LOCATION	Oxford
austen-sense.tsv	LOCATION	London
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Barton
austen-sense.tsv	LOCATION	Delaford House
austen-sense.tsv	LOCATION	Dorsetshire
austen-sense.tsv	LOCATION	Delaford Hanger
austen-sense.tsv	LOCATION	Dawlish
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	Delaford
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	Mississippi
austen-sense.tsv	LOCATION	Melan Dr S Fairbanks AK
austen-sense.tsv	LOCATION	West Salt Lake City UT
austen-sense.tsv	LOCATION	United States
austen-sense.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	NICHOLLS Haworth Parsonage
bronte-professor.tsv	LOCATION	Eton
bronte-professor.tsv	LOCATION	Tynedale
bronte-professor.tsv	LOCATION	Eton
bronte-professor.tsv	LOCATION	Seacombe
bronte-professor.tsv	LOCATION	Tynedale
bronte-professor.tsv	LOCATION	Seacombe
bronte-professor.tsv	LOCATION	Crimsworth Hall Edward
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Bigben Close
bronte-professor.tsv	LOCATION	Hunsden Wood
bronte-professor.tsv	LOCATION	Dinneford
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Grove Street
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Egypt
bronte-professor.tsv	LOCATION	Steighton
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Bigben Close
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Ostend
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	Seacombe Hall
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Liege
bronte-professor.tsv	LOCATION	Louvain Clerk
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Wakefield
bronte-professor.tsv	LOCATION	Great Britain
bronte-professor.tsv	LOCATION	Wakefield
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Brabant
bronte-professor.tsv	LOCATION	Brabant
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Salle
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Zoraide
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Talleyrand
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Popish
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Mdlle Koslow
bronte-professor.tsv	LOCATION	Isles
bronte-professor.tsv	LOCATION	Europe
bronte-professor.tsv	LOCATION	Low Countries
bronte-professor.tsv	LOCATION	Europe
bronte-professor.tsv	LOCATION	Isles
bronte-professor.tsv	LOCATION	France
bronte-professor.tsv	LOCATION	Germany
bronte-professor.tsv	LOCATION	Germany
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Albion
bronte-professor.tsv	LOCATION	Rome
bronte-professor.tsv	LOCATION	Crimsworth
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	Boulevard
bronte-professor.tsv	LOCATION	Whitsuntide
bronte-professor.tsv	LOCATION	Perth
bronte-professor.tsv	LOCATION	Highland
bronte-professor.tsv	LOCATION	SCOTLAND
bronte-professor.tsv	LOCATION	Essex
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Wales
bronte-professor.tsv	LOCATION	Guthrum
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	France
bronte-professor.tsv	LOCATION	Geneva
bronte-professor.tsv	LOCATION	Berlin
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Great Britain
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Geneva
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	New World
bronte-professor.tsv	LOCATION	Mdlle Henri
bronte-professor.tsv	LOCATION	Mdlle Henri
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Allee Verte
bronte-professor.tsv	LOCATION	Ste Gudule
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Coburg
bronte-professor.tsv	LOCATION	Rue de Louvain
bronte-professor.tsv	LOCATION	Pelet
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Louvain
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Lake Leman
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Rue de Louvain
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Oreb
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	West
bronte-professor.tsv	LOCATION	Porte de Flandre
bronte-professor.tsv	LOCATION	Great Being
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Egypt
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Louvain
bronte-professor.tsv	LOCATION	Eton
bronte-professor.tsv	LOCATION	Ostend
bronte-professor.tsv	LOCATION	St Jacques Mdlle Zoraide
bronte-professor.tsv	LOCATION	Paris
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Hunsden
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Germany
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Crimsworth Hall
bronte-professor.tsv	LOCATION	Ostend
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Cheviot
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Germany
bronte-professor.tsv	LOCATION	Mons
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Frances
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Birmingham
bronte-professor.tsv	LOCATION	Manchester
bronte-professor.tsv	LOCATION	St Giles
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Alpine
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Europe
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Waterloo
bronte-professor.tsv	LOCATION	Waterloo
bronte-professor.tsv	LOCATION	Wellington
bronte-professor.tsv	LOCATION	Wellington
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Switzerland
bronte-professor.tsv	LOCATION	Seacombe
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	England England
bronte-professor.tsv	LOCATION	Brussels
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Belgium
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	Vandenhuten
bronte-professor.tsv	LOCATION	England
bronte-professor.tsv	LOCATION	London
bronte-professor.tsv	LOCATION	Hunsden Wood
bronte-professor.tsv	LOCATION	Birmingham
bronte-professor.tsv	LOCATION	Manchester
bronte-professor.tsv	LOCATION	Russia Austria
bronte-professor.tsv	LOCATION	Hunsden Wood
bronte-professor.tsv	LOCATION	Daisy Lane
bronte-professor.tsv	LOCATION	Eton
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	Mississippi
bronte-professor.tsv	LOCATION	Melan Dr S Fairbanks AK
bronte-professor.tsv	LOCATION	West Salt Lake City UT
bronte-professor.tsv	LOCATION	United States
bronte-professor.tsv	LOCATION	United States
bronte-shirley.tsv	LOCATION	England
bronte-shirley.tsv	LOCATION	England
bronte-shirley.tsv	LOCATION	Oxford
bronte-shirley.tsv	LOCATION	Cambridge
bronte-shirley.tsv	LOCATION	West Riding of Yorkshire
bronte-shirley.tsv	LOCATION	Whinbury
bronte-shirley.tsv	LOCATION	Briarfield
bronte-shirley.tsv	LOCATION	Ireland
bronte-shirley.tsv	LOCATION	Pentecost
