type	entity
PERSON	Najafabadi
ORGANIZATION	University at Albany State University of New York SUNY Mahdi
PERSON	Mahdi
PERSON	Robert J Domanski
ORGANIZATION	City University of New York He
PERSON	Najafabadi
PERSON	Mahdi M Najafabadi
PERSON	Robert J Domanski
LOCATION	Iran
ORGANIZATION	Introduction Twitter
ORGANIZATION	Campbell
LOCATION	Iran
ORGANIZATION	Twitter
PERSON	Sandoval Almazan
PERSON	Gil Garcia
LOCATION	Khazraee
PERSON	Losey
PERSON	Rossini
PERSON	DePaula
PERSON	Dincelli
PERSON	Shane
PERSON	Goel
PERSON	Entous
PERSON	Bastos
PERSON	Domanski
LOCATION	Jordan
ORGANIZATION	Facebook
PERSON	Rosenzweig
PERSON	Curran
PERSON	Gibson
LOCATION	Jordan
PERSON	Taylor
PERSON	Coleman
ORGANIZATION	Google
ORGANIZATION	Googlebomb
PERSON	George W Bush
PERSON	Barack Obama
PERSON	Taylor
PERSON	Havenstein
ORGANIZATION	Democratic Party
PERSON	Hillary Clinton
PERSON	Bernie Sanders
PERSON	Taylor
PERSON	Zimmerman
PERSON	Domanski
ORGANIZATION	White House
ORGANIZATION	White House
PERSON	Taylor
PERSON	Hampson
PERSON	Bessi
PERSON	Ferrara
PERSON	Ferrara
PERSON	Serrato
PERSON	Irani
PERSON	Thomas
PERSON	Lee
PERSON	Yang
PERSON	Wu
PERSON	Hyun
PERSON	Kim
PERSON	Jackson
PERSON	Virmani
PERSON	Irani
PERSON	Najafabadi
LOCATION	Iran
ORGANIZATION	United Nations Security Council
LOCATION	Iran
LOCATION	Iran
ORGANIZATION	U S Newspaper Internet TV
ORGANIZATION	Twitter
ORGANIZATION	Twitter API
ORGANIZATION	Twitter
LOCATION	Iran
LOCATION	Iran
LOCATION	Yemen
LOCATION	Kingdom of Saudi Arabia KSA
ORGANIZATION	SNA
ORGANIZATION	Twitter
ORGANIZATION	Twitter
ORGANIZATION	Twitter API
ORGANIZATION	Mojahedin
LOCATION	Khalgh
ORGANIZATION	MKO
ORGANIZATION	People s Mojahedin of Iran PMOI National Liberation Army of Iran NLA National Council of Resistance for Iran NCRI
PERSON	Wasserman
ORGANIZATION	API
ORGANIZATION	Twitter API
ORGANIZATION	Twitter
PERSON	Bodine Baron
ORGANIZATION	Twitter
ORGANIZATION	Twitter
PERSON	Mahdi M Najafabadi
PERSON	Mahdi
PERSON	Robert J Domanski
ORGANIZATION	City University of New York He
PERSON	Robert
PERSON	Domanski
LOCATION	Germany France
ORGANIZATION	U S China
LOCATION	Russia
ORGANIZATION	Google
ORGANIZATION	Google
PERSON	Matt Cutts
ORGANIZATION	United Nations Security Council UNSC
ORGANIZATION	BBC News
PERSON	Trump
ORGANIZATION	UNSC
ORGANIZATION	United Nation
ORGANIZATION	International Atomic Energy Agency IAEA
PERSON	Trump
PERSON	Shah
PERSON	Shah
LOCATION	Islamic Republic
LOCATION	Iraq
LOCATION	Iran
LOCATION	Iran
LOCATION	Iran
LOCATION	Iran
LOCATION	Iran
ORGANIZATION	MKO
ORGANIZATION	U S Department of State Bureau
PERSON	Abdullah Almaatouq Ahmad Alabdulkareem Mariam Nouh Erez Shmueli Mansour Alsaleh Vivek K Singh Abdulrahman Alarifi Anas Alfaris
