type	entity
ORGANIZATION	Facebook
ORGANIZATION	Boston Mass Police
ORGANIZATION	Jonesboro Ark Animal
ORGANIZATION	Bridgeport Conn Fire
LOCATION	Washington
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Welch
PERSON	Damasio
PERSON	Grusin
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Grusin
PERSON	Brian Massumi
PERSON	Grusin
PERSON	Lee
LOCATION	China Medaglia
PERSON	Zhu
ORGANIZATION	Facebook
PERSON	Mergel
PERSON	Zavattaro
PERSON	Nic DePaula
ORGANIZATION	Department of Information Science
ORGANIZATION	Departments of Information Technology Management and Information Science
ORGANIZATION	University at Albany State University of New York
PERSON	Ersin Dincelli
ORGANIZATION	Department of Information Science
ORGANIZATION	Department of Information Technology Management and Information Science
ORGANIZATION	University at Albany the State University of New York
PERSON	Hofmann
PERSON	Hofmann
PERSON	Grusin
PERSON	Peter Bellstr
PERSON	Monika Magnusson John S ren Pettersson
PERSON	Claes Thor
PERSON	Jonah Berger
PERSON	Katherine
ORGANIZATION	Journal of Marketing Research
PERSON	John C Bertot Paul T Jaeger
PERSON	Justin M Grimes
PERSON	Enrique Bons
PERSON	Sonia Royo
PERSON	Melinda Ratkai
ORGANIZATION	Facebook
LOCATION	Western Europe
ORGANIZATION	Public Administration Review
PERSON	Nicole B Ellison
ORGANIZATION	Journal of Computer Mediated Communication
PERSON	Gordon C Bruner
ORGANIZATION	Journal of Marketing
PERSON	Antonio Damasio
ORGANIZATION	New York Putnam Nic DePaula
PERSON	Ersin Dincelli
ORGANIZATION	International Digital Government Research Conference on Digital Government Research
PERSON	Nic DePaula Ersin Dincelli
PERSON	Teresa M Harrison
PERSON	Jos van Dijck
ORGANIZATION	New York Oxford University Press
PERSON	Judith Donath
ORGANIZATION	Journal of Computer Mediated Communication
PERSON	Robin Dunbar
ORGANIZATION	Cambridge Mass Harvard University Press
PERSON	Ernst Fehr Georg Kirchsteiger
PERSON	Arno Riedlc
ORGANIZATION	European Economic Review
PERSON	Jennifer Golbeck Justin M Grimes
PERSON	Anthony Rogers
ORGANIZATION	U S Congress Journal of the American Society for Information Science and Technology
PERSON	Melissa W Graham Elizabeth J Avery
ORGANIZATION	Public Relations Review
PERSON	Shannon Greenwood Andrew Perrin
PERSON	Maeve Duggan
ORGANIZATION	Pew Research Center
PERSON	Richard Grusin
ORGANIZATION	New York Palgrave Macmillan
PERSON	Thomas Burger
ORGANIZATION	Frederick Lawrence Cambridge Mass MIT
PERSON	Loni Hagen Thomas Keller Stephen Neely Nic DePaula
PERSON	Claudia Robert Cooperman
PERSON	Zika
ORGANIZATION	Social Science Computer Review
PERSON	Teresa M Harrison Santiago Guerrero G Brian Burke Meghan Cook Anthony Cresswell Natalie Helbig Jana Hrdinova
PERSON	Theresa Pardo
PERSON	Sara Hofmann Daniel Beverungen Michael
ORGANIZATION	Facebook Government Information Quarterly
PERSON	Marius Rohde Johannessen Leif Skiftenes Flak
PERSON	Efthimios Tambouris Ann Macintosh
LOCATION	Berlin Springer
PERSON	Andrea L Kavanaugh Edward A Fox Steven D Sheetz Seungwon Yang Lin Tzy Li Donald J Shoemaker Apostol Natsev
PERSON	Mathias Klang
ORGANIZATION	MISNC
PERSON	Dokyun Lee Kartik Hosanagar
PERSON	Harikesh Nair
ORGANIZATION	Facebook Management Science
PERSON	Ruth Leys
PERSON	Dennis Linders
PERSON	Brian Massumi
PERSON	Albert Meijer
PERSON	Marcel Thaens
ORGANIZATION	Government Information Quarterly
PERSON	Ines Mergel
ORGANIZATION	Government Information Quarterly
PERSON	Ines Mergel
ORGANIZATION	Government Information Quarterly
PERSON	Karen Mossberger Yonghong Wu
PERSON	Jared Crawford
PERSON	Ashwini Nadkarni
PERSON	Stefan G Hofmann
ORGANIZATION	Facebook Personality and Individual Differences
PERSON	Barack Obama
ORGANIZATION	White House
PERSON	Susanna Paasonen
PERSON	Zizi Papacharissi
PERSON	Maria de Fatima Oliveira
ORGANIZATION	Egypt Journal of Communication
PERSON	Joel Penney
ORGANIZATION	Facebook
ORGANIZATION	Journal of Computer Mediated Communication
PERSON	Rana Yogesh K Dwivedi
PERSON	Michael D Williams
ORGANIZATION	Information Systems Frontiers
PERSON	Rodrigo Sandoval Almazan
PERSON	J Ramon Gil Garcia
ORGANIZATION	Government Information Quarterly
PERSON	Rodrigo Sandoval Almazan David Valle Cruz
PERSON	Andrea L Kavanaugh
ORGANIZATION	Mexico International Journal of Public Administration
PERSON	John R Searle
ORGANIZATION	London Cambridge University Press Eve Kosofsky Sedgwick
ORGANIZATION	Durham N C Duke University Press
PERSON	Pamela J Shoemaker
ORGANIZATION	Hillsdale N J L Erlbaum Associates
PERSON	Sidney Siegel
PERSON	John Castellan
ORGANIZATION	New York McGraw Hill Daniel
PERSON	Smail
ORGANIZATION	Berkeley University of California Press
PERSON	Stefan Stieglitz
ORGANIZATION	Journal of Management Information Systems
ORGANIZATION	Gizmodo
PERSON	Kunal Swani George Milne
PERSON	Brian P Brown
ORGANIZATION	Journal of Research
PERSON	Sharon Tettegah
LOCATION	London
PERSON	Jeffrey W Treem
PERSON	Paul M Leonardi
ORGANIZATION	Annals of the International Communication Association
ORGANIZATION	Facebook
ORGANIZATION	Information Communication amp Society
PERSON	Richard
PERSON	Jensen
ORGANIZATION	Twitter Journal of Public Affairs
ORGANIZATION	International License Information
PERSON	Nic DePaula
PERSON	Ersin Dincelli
ORGANIZATION	University of Illinois at Chicago University Library First
