type	entity
ORGANIZATION	ASIS
PERSON	Lydia Middleton
PERSON	Lydia
PERSON	Lydia
PERSON	Lydia
ORGANIZATION	ASIS
ORGANIZATION	ASIS
LOCATION	Silver Spring Maryland
PERSON	Lydia
ORGANIZATION	ASIS
PERSON	Dick Hill
ORGANIZATION	Association She
ORGANIZATION	ASIS
PERSON	Lydia
ORGANIZATION	ASIS
ORGANIZATION	Association
ORGANIZATION	ASIS amp T Executive Director Search Committee
PERSON	Sandy Hirsh
PERSON	Clara Chu
ORGANIZATION	Search Committee
ORGANIZATION	Search Committee
PERSON	Jamshid Beheshti Nadia Caidi Lisa Given
PERSON	Marjorie Hlava
PERSON	Isaccson Miller
PERSON	Lynn Silipigni Connaway LYNN SILIPIGNI
PERSON	Lynn Silipigni Connaway
ORGANIZATION	ASIS amp T Lydia Middleton Lydia
ORGANIZATION	ASIS
PERSON	Dick Hill
PERSON	Richard Marks
ORGANIZATION	Playstation Magic Lab
ORGANIZATION	Sony Interactive Entertainment
PERSON	William Powers
ORGANIZATION	MIT Media Lab
PERSON	Kathryn La Barre Lynn Silipigni Connaway
LOCATION	Hong Kong
ORGANIZATION	University of Hong Kong Connaway
PERSON	Nadia Caidi
ORGANIZATION	Council for Scientific Society Presidents
LOCATION	Washington
ORGANIZATION	American Association for the Advancement of Science
ORGANIZATION	March for Science KEYWORDS Association for Information Science amp Technology
PERSON	Richard Marks
PERSON	William Powers
PERSON	Lydia
ORGANIZATION	ASIS amp T
ORGANIZATION	80th Anniversary Advisory Group
PERSON	Richard Marks
PERSON	William Powers Marks
ORGANIZATION	Playstation Magic Lab
ORGANIZATION	Sony
PERSON	Hamlet
ORGANIZATION	MIT Media Lab
ORGANIZATION	80th Anniversary Advisory Group
PERSON	Kathryn La Barre
PERSON	Michael Buckland Toni Carbo Ken Herold Dania Bilal Javed Mostafa Nouf Khashman
PERSON	Tatjana Aparac
PERSON	Kathryn
PERSON	Gene Garfield
PERSON	Kathryn
LOCATION	Asia
ORGANIZATION	University of Hong Kong
ORGANIZATION	Faculty of Education
ORGANIZATION	MLIM
ORGANIZATION	HKU
ORGANIZATION	ASIS amp T Asia Pacific
PERSON	Christopher Khoo
ORGANIZATION	Taipei Chapter Ming Hsin Phoebe Chiu
PERSON	Tien I Tsai
PERSON	Sam Chu
ORGANIZATION	ASIS
ORGANIZATION	ASIS
ORGANIZATION	ASIS
ORGANIZATION	ASIS
PERSON	Javed Mostafa
ORGANIZATION	Research Design Paper Writing and Publishing in Information Science
ORGANIZATION	Hong Kong University
ORGANIZATION	ASIS
ORGANIZATION	American Association for the Advancement of Science AAAS
LOCATION	Hong Kong
LOCATION	Macau
PERSON	Chu
LOCATION	Hong Kong Nadia Caidi ASIS
ORGANIZATION	Council for Scientific Society Presidents
LOCATION	Washington
ORGANIZATION	ASIS
ORGANIZATION	Harvard Yale Rutgers Universities the Massachusetts Institute of Technology the University of California Berkeley National Public Radio the National Aeronautics and Space Administration the Department of Agriculture and the National Institutes of Health
PERSON	Nadia Lydia
ORGANIZATION	George M Church
ORGANIZATION	Harvard Medical School
ORGANIZATION	Harvard
ORGANIZATION	Massachusetts Institute of Technology MIT
ORGANIZATION	U S Department of Energy Center on Bioenergy
ORGANIZATION	Harvard
ORGANIZATION	MIT
ORGANIZATION	National Institutes of Health Center
ORGANIZATION	Harvard
ORGANIZATION	ASIS
LOCATION	Hong Kong
PERSON	Tien I Tsai
ORGANIZATION	Taipei Chapter Lynn Silipigni Connaway ASIS
ORGANIZATION	Javed Mostafa
ORGANIZATION	Journal of the Association for Information Science and Technology JASIST
ORGANIZATION	Council for Scientific Society Presidents
LOCATION	Washington
ORGANIZATION	Kavli Lecture
PERSON	George
ORGANIZATION	M Church of Harvard ASIST
PERSON	Nadia Caidi
ORGANIZATION	ASIS amp T
PERSON	Lynn Connaway Silipigni
PERSON	Lydia Middleton
ORGANIZATION	ASIS amp T
ORGANIZATION	ASIS
ORGANIZATION	American Association for the Advancement of Science AAAS
ORGANIZATION	ASIS
PERSON	Don
ORGANIZATION	ASIS
ORGANIZATION	ASIS
ORGANIZATION	ASIS amp T
ORGANIZATION	ASIS amp T
ORGANIZATION	ASIS amp T Make
