type	entity
PERSON	Roberto Busa
PERSON	Marinella Testori
LOCATION	London
ORGANIZATION	Digital Humanities
PERSON	Thomas Aquinas
PERSON	Roberto Busa
PERSON	Busa
PERSON	Busa
ORGANIZATION	Digital Humanities In
PERSON	Busa
PERSON	Johanna Drucker
PERSON	Drucker
PERSON	John Unsworth
PERSON	Randall Davis Howard Shrobe
PERSON	Peter Szolovits
ORGANIZATION	Al Magazine
PERSON	Unsworth
PERSON	Davis Shrobe
PERSON	Davis
PERSON	Roberto Busa
ORGANIZATION	Index Thomisticus
PERSON	Thomas Aquinas
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Roberto Busa
ORGANIZATION	Computational Linguistics
ORGANIZATION	Eighth International Workshop
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Roberto Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Stephen Ramsay
PERSON	Geoffrey Rockwell
PERSON	Ramsay
PERSON	Roberto Busa
PERSON	Busa
PERSON	Busa
PERSON	Roberto Busa
PERSON	Busa
PERSON	Charles L Isbell
PERSON	Isbell
PERSON	Johanna Drucker
PERSON	Busa
PERSON	Busa
PERSON	Treebanks
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
LOCATION	Porphyrii
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Thomisticus
ORGANIZATION	Research Group
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Mike Beaken
PERSON	Unsworth
PERSON	Davis
PERSON	Busa
PERSON	Busa
PERSON	Busa
PERSON	Roberto Busa
ORGANIZATION	Eighth International Workshop
PERSON	Milan Busa
ORGANIZATION	Catholic University of Milan Italy
PERSON	Goris
PERSON	Aertsen
ORGANIZATION	Index Thomisticus Treebank Project
ORGANIZATION	Language Edinburgh Dunedin Academic Busa
PERSON	Busa Roberto
ORGANIZATION	Index Thomisticus Computers
PERSON	Busa
PERSON	Busa Roberto
ORGANIZATION	New Philology Computers
PERSON	Busa Roberto
PERSON	Busa
PERSON	Busa Roberto
ORGANIZATION	Eighth International Workshop
PERSON	Marco Passarotti Adam Przepi rkowski Savina Raynaud
PERSON	Frank Van Eynde
PERSON	Davis Shrobe
PERSON	Davis Randall Howard Shrobe
PERSON	Peter Szolovits
PERSON	Drucker Johanna
ORGANIZATION	Digital Humanities
ORGANIZATION	Matthew K Gold Minneapolis London University of Minnesota Press
PERSON	Goris
PERSON	Aertsen
PERSON	Goris Wouter
PERSON	Aertsen
ORGANIZATION	Stanford Encyclopedia of Philosophy
PERSON	Edward N Zalta
PERSON	Isbell
PERSON	Isbell Charles L Lynn Andrea Stein Robb Cutler Jeffrey Forbes Linda Fraser John Impagliazzo Viera Proulx Steve Russ Richard Thomas
PERSON	Ramsay
PERSON	Stephen
PERSON	Geoffrey Rockwell
ORGANIZATION	Digital Humanities In Debates
ORGANIZATION	Digital Humanities
ORGANIZATION	Matthew K Gold Minneapolis London University of Minnesota Press
ORGANIZATION	Unsworth Unsworth John What is Humanities Computing
ORGANIZATION	Alliance of Digital Humanities Organizations Affiliated
