type	entity
PERSON	Calvin Fung
ORGANIZATION	Monash University
PERSON	Lisa Nakamura
PERSON	Helene Cixous
PERSON	Margaret Cavendish
ORGANIZATION	Newcastle
PERSON	Bastal Bastal
PERSON	Bastal
ORGANIZATION	BioWare
PERSON	Duncaaaaaan
ORGANIZATION	GLAAD
ORGANIZATION	American Psychological Association American Psychological Association
PERSON	Lisa Nakamura Nakamura
PERSON	Sherry Turkle
PERSON	Turkle
PERSON	Shannon McRae
PERSON	Turkle Turkle
PERSON	McRae McRae
PERSON	Janet Murray
PERSON	Murray
PERSON	Gonzalo Frasca
PERSON	Frasca
PERSON	Susan Lanser Lanser
PERSON	Jeanette Winterson
PERSON	Warhol
PERSON	Lanser
PERSON	Mia Consalvo
ORGANIZATION	Identity Tourism
PERSON	Lisa Nakamura
PERSON	Nakamura
PERSON	Ginsberg
PERSON	Nakamura Nakamura
PERSON	Mimi Nguyen Nguyen
LOCATION	288
PERSON	Nguyen
PERSON	Shannon McRae McRae
PERSON	Nakamura
ORGANIZATION	Agency
PERSON	Katherine Hayles Hayles
PERSON	Dovey
PERSON	Kennedy Dovey
PERSON	Janet Murray Murray
PERSON	Roland Barthes
PERSON	Mario
ORGANIZATION	Katherine Angel Cross Angel Cross
PERSON	Peter J Rabinowitz
PERSON	Rabinowitz
PERSON	Rabinowitz
PERSON	Rabinowitz
PERSON	Catherine Gallagher Gallagher
PERSON	Gallagher
PERSON	Gallagher
PERSON	Gallagher
PERSON	Mieke Bal
ORGANIZATION	ASM
ORGANIZATION	ASM
PERSON	Nielsen Nielsen
ORGANIZATION	ASM
ORGANIZATION	ASM
PERSON	DateNighto
ORGANIZATION	Valve Corporation
LOCATION	Japan
PERSON	Lebowitz
PERSON	Klug Lebowitz
LOCATION	Japan
ORGANIZATION	Visual Novel tag Valve Corporation
PERSON	Lebowitz
PERSON	Klug Lebowitz
PERSON	Marie Laure Ryan
PERSON	Ryan
PERSON	Avery Grey
PERSON	Avery
PERSON	Avery
PERSON	Avery
ORGANIZATION	ASM
PERSON	Ruth
PERSON	Susan Lanser
PERSON	Lanser
PERSON	Jeanette Winterson
PERSON	Lanser
ORGANIZATION	ASM
PERSON	Marie Laure Ryan Ryan
PERSON	Shelley Jackson
ORGANIZATION	ASM
ORGANIZATION	ASM
ORGANIZATION	ASM
ORGANIZATION	ASM
ORGANIZATION	ASM
PERSON	Lanser Lanser
PERSON	Katherine
ORGANIZATION	ASM
ORGANIZATION	ASM
ORGANIZATION	Hustle Cat
PERSON	Robert Selig Selig
PERSON	Stuart Moulthrop
LOCATION	Victory Garden
PERSON	Graves
PERSON	Mason
ORGANIZATION	Hustle Cat
ORGANIZATION	ASM
ORGANIZATION	Electronic Arts
ORGANIZATION	Entertainment Software Association Entertainment Software Association 2015 Entertainment Software Association
PERSON	Mia Consalvo
PERSON	Consalvo
PERSON	Sim
PERSON	Sim
ORGANIZATION	Consalvo Consalvo
PERSON	Sim
PERSON	Sims
PERSON	Sims
PERSON	Sims
PERSON	Sims
PERSON	Sim
ORGANIZATION	Electronic Arts
PERSON	Sim
PERSON	Sim
PERSON	Sim
PERSON	Sim
PERSON	Sim
PERSON	Sims
PERSON	Sim
PERSON	Sim
PERSON	Justine Cassell Cassell
ORGANIZATION	ASM
ORGANIZATION	Electronic Arts Electronic Arts
PERSON	Sims
PERSON	Sim
PERSON	Tinsley Galyean Galyean
ORGANIZATION	ASM
PERSON	Consalvo
PERSON	Sims
PERSON	Richard Walsh Walsh
PERSON	Sims
PERSON	Stephen Greer Greer
PERSON	Greer
PERSON	Taylor Taylor
ORGANIZATION	ASM
ORGANIZATION	Valve Corporation
PERSON	Megan Condis Condis
PERSON	Bastal
PERSON	Duncaaaaaan
ORGANIZATION	Cixous
PERSON	Cixous
PERSON	Medusa
PERSON	Sigmund Freud
ORGANIZATION	Medusa
PERSON	Freud
ORGANIZATION	Cixous
ORGANIZATION	ASM
PERSON	Jerry Kang Kang
PERSON	Sherry Turkle Turkle
ORGANIZATION	Krem
ORGANIZATION	ASM
PERSON	Cixous
ORGANIZATION	Australian Government Research Training Program Scholarship
ORGANIZATION	GLAAD
