type	entity
ORGANIZATION	DH Centers
ORGANIZATION	Digital Humanities Read
ORGANIZATION	Textgrid Digitale Methoden
PERSON	Geisteswissenschaften Von der Erstellung
PERSON	Sammlung
PERSON	Netzwerk Analysen
PERSON	Durch
ORGANIZATION	SCA
ORGANIZATION	USC School of Cinematic
ORGANIZATION	Textgrid Die Arbeitsgruppe Digitale Rekonstruktion AGDR
ORGANIZATION	Verbands Digital Humanities
PERSON	Rekonstruktionsaufgabe Vermitteln Sie den Teilnehmern
LOCATION	Berlin
PERSON	einen Wissenschaftliche
PERSON	Mitarbeiter
LOCATION	Teilzeit
LOCATION	Erfahrungen
ORGANIZATION	Der Census of Antique Works
ORGANIZATION	Entwicklung von Forschungsfragen
ORGANIZATION	Textgrid Lost
PERSON	Dann
ORGANIZATION	PARTHENOS Workshop How Research Infrastructures
ORGANIZATION	Hilfe
PERSON	Forschungsinfrastrukturen Wissen Daten Methoden
ORGANIZATION	Digitalisierungsexperten
ORGANIZATION	Entgeltgruppe
ORGANIZATION	Textgrid Die Zentralkustodie der Friedrich Alexander Universit
LOCATION	Erlangen
PERSON	Abteilung H Haushalt
ORGANIZATION	Liegenschaften Digitalisierungsexperten
ORGANIZATION	Entgeltgruppe
PERSON	Vollzeit
ORGANIZATION	Aufbau
LOCATION	Weiterentwicklung
PERSON	Erfassung
LOCATION	Sammlungen
ORGANIZATION	Leiterin Philipps Universit
ORGANIZATION	Marburg Deutsches Dokumentationszentrum
ORGANIZATION	Kunstgeschichte Bildarchiv Foto Marburg
PERSON	Textgrid Die Bewerbungsfrist
PERSON	Deutschen Dokumentationszentrum
ORGANIZATION	Kunstgeschichte Bildarchiv Foto Marburg Philipps Universit
ORGANIZATION	Marburg
ORGANIZATION	Board of the National Coalition Against Censorship NCAC
PERSON	Chris Finan
ORGANIZATION	Global Epistemics
PERSON	Inanna Hamati Ataya
PERSON	Textgrid
ORGANIZATION	Vera Chiquet Universit
ORGANIZATION	Basel Vollzeit auf Wunsch
PERSON	Dauer Ein Jahr Eine Verl
ORGANIZATION	Das Digital Humanities Lab
LOCATION	Basel
PERSON	Jahren Praxiserfahrung
ORGANIZATION	Featured Centers Centre for Digital Humanities Ryerson University Toronto ON Canada
ORGANIZATION	Oxford e Research Centre
ORGANIZATION	Keble Road Oxford United Kingdom
ORGANIZATION	Digitales
LOCATION	Madrid Spain
ORGANIZATION	Digital Scholarship Lab Richmond VA United States
ORGANIZATION	Lyon Cedex
LOCATION	France
ORGANIZATION	Douglas College Digital Cultures Lab Vancouver BC Canada
ORGANIZATION	Arts Humanities
ORGANIZATION	Digital Humanities
