type	entity
ORGANIZATION	About Books Articles Interviews Projects Press Teaching Twitter Flickr Facebook Cultural Analytics
ORGANIZATION	Contemporary Image
ORGANIZATION	Instagram
ORGANIZATION	Instagram
ORGANIZATION	Manovich s Cultural Analytics Lab
ORGANIZATION	Qualcomm Institute UCSD Division of the California Institute for Telecommunications and Information Technology
ORGANIZATION	Instagram
ORGANIZATION	Manovich s Cultural Analytics Lab
PERSON	Lev Manovich
