type	entity
ORGANIZATION	Congress Authorities amp Vocabularies
ORGANIZATION	Congress
ORGANIZATION	Library of Congress gt Linked Data Service Digital
ORGANIZATION	Congress Subject Headings Details Visualization Suggest Terminology Digital
ORGANIZATION	Congress Subject Headings Collection Membership
ORGANIZATION	Humanities Earlier Established Forms Humanities Data
ORGANIZATION	Oxford
PERSON	Getty
ORGANIZATION	Digital humanities Research
ORGANIZATION	Digital
ORGANIZATION	SKOS N Triples MADS
ORGANIZATION	RDF
ORGANIZATION	LC Linked Data Service
ORGANIZATION	Digital
ORGANIZATION	Digital
LOCATION	USA
