type	entity
ORGANIZATION	New York Times Arts Digital Keys
ORGANIZATION	Arts Humanities
ORGANIZATION	Digital Keys
PERSON	PATRICIA COHENNOV
PERSON	Martin K Foys
ORGANIZATION	Drew University
PERSON	James Leynse
ORGANIZATION	New York Times
PERSON	Thomas Jefferson
ORGANIZATION	Princeton
PERSON	Anthony Grafton
ORGANIZATION	Digital
PERSON	Tom Scheinfeldt
ORGANIZATION	Center for History and New Media at George Mason University Hoping
ORGANIZATION	National Endowment for the Humanities
ORGANIZATION	National Science Foundation
LOCATION	Canada
LOCATION	Britain
PERSON	Brett Bobley
PERSON	Bobley
ORGANIZATION	American Historical Association
PERSON	Peter Bajcsy
ORGANIZATION	National Center for Supercomputing Applications
ORGANIZATION	University of Illinois Urbana Champaign In Europe
ORGANIZATION	Google
ORGANIZATION	National Endowment for the Humanities
ORGANIZATION	University of Virginia
PERSON	Thomas Jefferson
PERSON	Jefferson
LOCATION	England
PERSON	Bill Ferster
ORGANIZATION	Scot French University of Virginia One
PERSON	Dan Edelstein
ORGANIZATION	Stanford University
PERSON	Locke Newton Voltaire
PERSON	Voltaire
PERSON	Edelstein
ORGANIZATION	Stanford
ORGANIZATION	Oxford University
LOCATION	England
ORGANIZATION	New York Times
ORGANIZATION	New York Times
LOCATION	Paris
LOCATION	London
PERSON	Edelstein
LOCATION	England
LOCATION	Europe
LOCATION	England
PERSON	Edelstein
PERSON	Scheinfeldt
PERSON	Martin K Foys
ORGANIZATION	Drew University in Madison N J
ORGANIZATION	Bayeux Tapestry
LOCATION	Bayeux France
PERSON	Hastings
LOCATION	England
PERSON	Foys
PERSON	Foys
PERSON	Foys
PERSON	Shannon Bradshaw
PERSON	Asa Simon Mittman
ORGANIZATION	California State University Chico
PERSON	Saxon
ORGANIZATION	Digital humanities
PERSON	Abraham Lincoln
PERSON	Abraham Lincoln Daniel W Stowell
ORGANIZATION	Oxford University Press
PERSON	Stowell
LOCATION	New York
ORGANIZATION	New Enlightenment Digital Keys
ORGANIZATION	New York Times Site Index Navigation News World U S Politics N Y Business Tech Science Health Sports Education Obituaries Today
ORGANIZATION	C Events Guide Television Theater Video Arts Living Automobiles Crossword Food Education Fashion amp Style Health Jobs Magazine N Y C Events Guide Real Estate T Magazine Travel Weddings amp Celebrations Listings amp More Reader Center Classifieds Tools amp Services N Y C Events Guide Multimedia
ORGANIZATION	New York Times Company Home
