type	entity
ORGANIZATION	Alliance of Digital Humanities Organizations ADHO
ORGANIZATION	European Association for Digital Humanities EADH Association for Computers and the Humanities ACH Canadian Society for Digital Humanities Soci
ORGANIZATION	CSDH SCHN centerNet Australasian Association for Digital Humanities aaDH Japanese Association for Digital Humanites JADH Humanistica L association
ORGANIZATION	Alliance of Digital Humanities Organisations ADHO
ORGANIZATION	Digital Humanities
ORGANIZATION	Implementation Committee IC
ORGANIZATION	Google Facebook Twitter YouTube Event Calendar Search
PERSON	Garzoni
ORGANIZATION	Digital Community Radio Station
LOCATION	Refugee Camp
ORGANIZATION	Calais France Advance Issue of Digital Scholarship
PERSON	Christopher Marlowe
ORGANIZATION	Hoax Advance Issue of Digital Humanities
PERSON	Cartograf
ORGANIZATION	Network Society Laboratorios
ORGANIZATION	Digital Humanities Geograf
ORGANIZATION	European Association for Digital Humanities EADH Association for Computers and the Humanities ACH Canadian Society for Digital Humanities Soci
ORGANIZATION	CSDH SCHN centerNet Australasian Association for Digital Humanities aaDH Japanese Association for Digital Humanities JADH Humanistica L association
ORGANIZATION	Humanistica Contact Contact
ORGANIZATION	Google Facebook Twitter YouTube
