type	entity
ORGANIZATION	MLA Commons Digital Pedagogy
PERSON	Angela Gibson
ORGANIZATION	Digital Pedagogy
ORGANIZATION	Modern Language Association
ORGANIZATION	MLA
PERSON	George H Williams
ORGANIZATION	Elizabeth Losh Annotation Paul Schacht Archive Lauren Coats
PERSON	Gabrielle Dean Assessment J Elizabeth Clark
PERSON	Diane K Jakacki Classroom Joyce R Walker Code Lauren Klein
PERSON	Amanda Licastro Katina Rogers
PERSON	Danica Savonick
PERSON	Bridget Draxler
PERSON	Jon Winet
PERSON	Anne B McGrail Dominique Zino Jaime Cardenas
PERSON	Bethany Holmstrom
PERSON	Jennifer Sheppard
PERSON	Kristin L Arola Diaspora Jessica Marie Johnson
PERSON	Annemarie Perez
PERSON	Melanie Yergeau
PERSON	Kathleen Blake Yancey
PERSON	Brian Croxall
PERSON	Quinn Warnick
PERSON	Chris Forster Fieldwork Colette Colligan
PERSON	Michelle Levy
PERSON	Anne Cong Huyen Hacking William J Turkel Hashtag Marisa Parham
PERSON	Shawn Graham
PERSON	David Gaertner Karyn Recollet Elizabeth LaPens
ORGANIZATION	Information Tanya E Clement and Daniel Carter Interface Kathi Inman Berens Intersectionality Roopika Risam Iteration Annette Vee Labor Spencer D
PERSON	David M Rieder
PERSON	Jessica Elam Handloff Mapping Diana
ORGANIZATION	Sinton Multimodal Virginia Kuhn Network Maha Bali
PERSON	Mia Zamora
PERSON	Michael Roy
PERSON	Bethany Nowviskie Jeremy Boggs
PERSON	J K Purdom Lindblad Professionalization Jennifer Guiliano
ORGANIZATION	Project Management Lynne Siemens Prototype Stan
PERSON	Ruecker Celso Scaletsky Guilherme Meyer Chiara Del Gaudio Piotr Michura
PERSON	Gerry Derksen
PERSON	Jeffrey W McClurken
PERSON	Edmond Y Chang Race Adeline Koh
PERSON	Rachel Sagner Buurma
PERSON	Kim Middleton
PERSON	Douglas Eyman
PERSON	Alexis Lothian
ORGANIZATION	Social Justice Toniesha Taylor Sound Steph Ceraso Storytelling Bryan Alexander Text Analysis Natalie M Houston Video
PERSON	Daniel Anderson
ORGANIZATION	Jason Loan Visualization St
PERSON	Sinclair
PERSON	Geoffrey Rockwell
PERSON	Ana
PERSON	Ana
PERSON	Kathryn Tomasek
PERSON	Julia
PERSON	John Martin
PERSON	Melville
ORGANIZATION	Laurel Thatcher Ulrich
PERSON	John Martin
PERSON	John Martin
PERSON	John Martin
ORGANIZATION	Modern Language Association
LOCATION	Broad Street
LOCATION	New York NY
ORGANIZATION	MLA
