type	entity
ORGANIZATION	University Worth Fighting For Future ED Digital Badges DML
ORGANIZATION	Conferences Teaching amp Learning Practices Humanities Arts amp Media Technology Networks amp Sciences Social amp Political Issues Educational amp Cultural Institutions Publishing amp Archives Fostering
ORGANIZATION	View all Teaching amp Learning Practices
PERSON	Chester Himes
PERSON	Daniel Carlson
PERSON	Chester
ORGANIZATION	MOOC
ORGANIZATION	View all Humanities Arts amp Media
PERSON	Robinson
ORGANIZATION	Parkland High School Kids
ORGANIZATION	Technology Networks amp Sciences
ORGANIZATION	Purdom Lindblad Interview
PERSON	Purdom Lindblad
PERSON	Marcia Chatelain
ORGANIZATION	Parkland High School Kids
ORGANIZATION	Purdom Lindblad Interview
PERSON	Purdom Lindblad
ORGANIZATION	View all Educational amp Cultural Institutions
ORGANIZATION	Century Digital Storytelling
ORGANIZATION	MSU Digital
ORGANIZATION	View all Publishing amp Archives
PERSON	Purdom Lindblad
PERSON	Purdom Lindblad
PERSON	Rob Feulner
PERSON	Rob Feulner
PERSON	Lorraine Hansberry
PERSON	Lorraine Hansberry
ORGANIZATION	Learn HASTAC Humanities Arts Science and Technology Alliance
ORGANIZATION	Digital Humanities
ORGANIZATION	Arizona State University
ORGANIZATION	City University of New York Learn
ORGANIZATION	University Worth Fighting For
PERSON	Nick Sousanis
PERSON	Rebecca Itow
PERSON	Jade Davis
ORGANIZATION	HASTAC Scholar and Steering Committee
ORGANIZATION	Duke University
ORGANIZATION	GameWorks
PERSON	Bethany Bradshaw
PERSON	Alex Fledderjohn
ORGANIZATION	MacArthur Foundation
PERSON	David Sparks
PERSON	Kevin Gotkin
ORGANIZATION	DML
