type	entity
LOCATION	Kazakhstan
LOCATION	Afghanistan
ORGANIZATION	Nature Society Science Browse
ORGANIZATION	Digital
PERSON	Amlan Das Gupta
ORGANIZATION	Digital Humanities
PERSON	Amlan Das Gupta
ORGANIZATION	Digital Humanities
PERSON	Amlan Das Gupta
ORGANIZATION	Digital Humanities
PERSON	Amlan Das Gupta
ORGANIZATION	Digital Humanities Consultation
ORGANIZATION	File Digital Humanities Oxford
ORGANIZATION	Wikimedia pdf University of Oxford Digital Humanities Summer School
ORGANIZATION	Wikipedia
ORGANIZATION	Digital Humanities on Twitter png DescriptionDigital Humanities on Twitter png English Graph of Digital Humanities Twitter
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	JPG English Conference Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities 04 JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	JPG DescriptionConference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Conference Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	Faculty of Philology University of Belgrade
ORGANIZATION	Wikimedia Foundation
PERSON	MediaWiki
