type	entity
PERSON	Daniel
ORGANIZATION	Nature Genetics
ORGANIZATION	Athens Login
PERSON	Jenssen
PERSON	Genet
ORGANIZATION	Google
ORGANIZATION	Google
ORGANIZATION	Funk M E Reid C A amp McGoogar L S Bull Med Library Assoc
ORGANIZATION	CAS Google
ORGANIZATION	Affiliations Uiversity of California San Diego School of Medicine La Jolla California USA dmasys ucsd edu Daniel R Masys Authors Search
PERSON	Daniel R Masys
ORGANIZATION	Google
ORGANIZATION	News amp Comment Research Browse Articles Focuses amp Supplements About the Journal For Authors For Referees Web Feeds Journals A Z Journals A Z Nature Nature Communications Nature Protocols Review
ORGANIZATION	Biological Sciences Earth amp Environmental Sciences Health Sciences Physical Sciences Scientific Community amp Society View
ORGANIZATION	Subscriptions Authors amp Referees Librarians Advertisers Press
ORGANIZATION	Natureasia Nature China Nature India Nature Japan Nature Korea Nature Middle East Nature Research About us Work
ORGANIZATION	Terms amp Conditions Partners For
ORGANIZATION	Journal
ORGANIZATION	Press
ORGANIZATION	Macmillan Publishers Limited
