type	entity
ORGANIZATION	KDD
ORGANIZATION	KDD
ORGANIZATION	Boston MA USA Invited
ORGANIZATION	Ronen Feldman Instinct Software Israel David Lewis AT amp T Research USA Call
ORGANIZATION	TM Information Retrieval IR Natural Language Processing NLP
PERSON	Ronen Feldman
PERSON	David Lewis
ORGANIZATION	AT amp T Labs
PERSON	Dunja Mladenic
ORGANIZATION	KDD
ORGANIZATION	Program Committee Accepted
PERSON	Marko Grobelnik J Stefan Institute Jamova
LOCATION	Ljubljana Slovenia
PERSON	Marko Grobelnik
PERSON	Dunja Mladenic J Stefan Institute Jamova
LOCATION	Ljubljana Slovenia
ORGANIZATION	Carnegie Mellon University School of Computer Science Pittsburgh USA 5000 Forbes Ave Pittsburgh PA
PERSON	Dunja Mladenic
ORGANIZATION	Natasa Milic Frayling Microsoft Research Ltd St George House
LOCATION	Guildhall Street Cambridge
LOCATION	United Kingdom
ORGANIZATION	Program Committee Helena Ahonen University of Helsinki Helsinki Finland Simon Corston Oliver Microsoft Research Redmond WA Mark Craven University of Wisconsin Madison Wisconsin Walter Daelemans University of Antwerp Antwerpen Belgium Susan Dumais Microsoft Research Redmond WA David Elworthy Microsoft Research Ltd Cambridge UK Ronen Feldman Instinct Software Israel Marko Grobelnik J Stefan Institute Ljubljana Slovenia Thorsten Joachims Universitaet Dortmund Dortmund Germany Rosie Jones Carnegie Mellon University Pittsburgh PA Natasa Milic Frayling Microsoft Research Ltd Cambridge UK Dunja Mladenic J Stefan Institute Ljubljana Slovenia Jason Rennie Massachusetts Institute of Technology MA Stephen Robertson Microsoft Research Ltd Cambridge UK Sean Slattery Carnegie Mellon University Pittsburgh PA Ian Witten University of Waikato Hamilton New Zealand This Workshop
