type	entity
ORGANIZATION	Masonic Temple Boston
LOCATION	New England
ORGANIZATION	Society Government
PERSON	Caesar
PERSON	Caesar Jesus
PERSON	Desdemona
PERSON	Emilia
PERSON	Emilia
PERSON	Jacobi
PERSON	Fichte Jacobi
PERSON	Desdemona
PERSON	Pylades
PERSON	Orestes
PERSON	Timoleon
PERSON	Epaminondas
PERSON	John de Witt
ORGANIZATION	Cato
PERSON	David
ORGANIZATION	Buddhist
LOCATION	Brutuses
ORGANIZATION	Quakers
PERSON	Immanuel Kant of Konigsberg
PERSON	Locke
LOCATION	Europe
LOCATION	America
ORGANIZATION	Society
ORGANIZATION	Meantime
PERSON	Mozart
LOCATION	Iceland
PERSON	Antony
PERSON	Antony
ORGANIZATION	Society
