type	entity
ORGANIZATION	Alfred Nobel Books on Alfred Nobel Educational Events
ORGANIZATION	Nobel Museum Exhibitions
ORGANIZATION	Nobel Peace Center Events Calendar Podcast About Us Nobel Prizes
PERSON	Toni Morrison
PERSON	Toni Morrison
PERSON	Sture All
ORGANIZATION	Swedish Academy
PERSON	Toni Morrison
PERSON	Morrison
PERSON	Toni Morrison
PERSON	Faulkner
PERSON	Toni Morrison
PERSON	Solomon
PERSON	Morrison
PERSON	Milkman
PERSON	Solomon
LOCATION	Africa
PERSON	Solomon
LOCATION	Sethe
PERSON	Toni Morrison
LOCATION	Sethe
LOCATION	Sethe
PERSON	Toni Morrison
LOCATION	Harlem
PERSON	Toni Morrison
PERSON	Toni Morrison
PERSON	Toni Morrison
PERSON	Morrison
ORGANIZATION	Swedish Academy
ORGANIZATION	World Scientific Publishing Co
LOCATION	Singapore
ORGANIZATION	MLA
PERSON	Nobelprize
ORGANIZATION	Nobelprize org Nobel Media AB
PERSON	Alfred Nobel
ORGANIZATION	Developers Copyright Follow Facebook Instagram Twitter YouTube Nobelprize
ORGANIZATION	Facebook
