type	entity
LOCATION	United States
LOCATION	United States
LOCATION	United States
ORGANIZATION	Wikipedia
PERSON	Brockhaus
PERSON	Brockhaus
ORGANIZATION	Library of Congress Classification PS
ORGANIZATION	National Central Library of Florence NDL Auth
ORGANIZATION	ID Literature of the United States of America
ORGANIZATION	Sitelinks Wikipedia
PERSON	Estaos Xun
ORGANIZATION	Literatura de Estados Unidos
PERSON	Litt
ORGANIZATION	Literatura dos Estados Unidos
LOCATION	Litteratur i USA
ORGANIZATION	Wikinews
ORGANIZATION	Wikisource
ORGANIZATION	Wikiversity
ORGANIZATION	Wikivoyage
ORGANIZATION	Wiktionary
ORGANIZATION	Wikimedia Foundation
PERSON	MediaWiki
