type	entity
ORGANIZATION	Academy of American Poets
ORGANIZATION	Academy
ORGANIZATION	National Poetry Month
ORGANIZATION	Academy
ORGANIZATION	Academy
ORGANIZATION	Tracy K Smith U S Poet Laureate 2017 Academy of American Poets National Poetry Month American Poets Magazine Main
ORGANIZATION	Tarfia Faizullah Tarfia Faizullah
ORGANIZATION	Tarfia Faizullah
PERSON	My Birth Tarfia Faizullah
ORGANIZATION	Tarfia Faizullah Originally
ORGANIZATION	Academy of American Poets
ORGANIZATION	Tarfia Faizullah Originally
ORGANIZATION	Academy of American Poets
PERSON	Tracy K Smith
PERSON	Joy Harjo
PERSON	Emily Skaja
PERSON	Walt Whitman
PERSON	Maya Angelou
LOCATION	Texas
ORGANIZATION	Acadia National Park Courtesy
ORGANIZATION	National Park Service
PERSON	Jack Hirschman
PERSON	Tambi
PERSON	Roque Dalton
PERSON	Walt Whitman
PERSON	Jenny Xie
PERSON	Wright
PERSON	Tracy K Smith
PERSON	Edward Hirsch
PERSON	Jenny Xie
PERSON	Edward Hirsch
PERSON	Emily Dickinson
PERSON	Walt Whitman
PERSON	Shane McCrae
PERSON	Wallace Stevens
PERSON	James Laughlin
ORGANIZATION	National Poetry Month
ORGANIZATION	Four Way Books Graywolf Press Hanging Loose Press HarperCollins
LOCATION	Houghton Mifflin Harcourt
PERSON	Hieu Minh Nguyen
ORGANIZATION	Academy of American Poets Newsletter Academy of American Poets Educator Newsletter
ORGANIZATION	Us Poets Shop
ORGANIZATION	Facebook Twitter Tumblr Pinterest Soundcloud YouTube
PERSON	Walt Whitman
PERSON	James Laughlin
ORGANIZATION	Anniversary Asian Pacific American Heritage Month Autumn Birthdays Black History Month
ORGANIZATION	Math Memories Migration Miracles Money Mothers Mourning Movies Moving Music Myth National Parks Nature New York City
ORGANIZATION	Time Tragedy Travel Turmoil Underworld Vanity Violence Visual
ORGANIZATION	Anaphora Ars Poetica Ballad Ballade Blues Poem Bop Cento Chance Operations Cinquain Doha Dramatic Monologue Ekphrastic Elegy Epic Epigram Epistle Erasure Found Poem Ghazal Haiku Limerick Ode Pantoum Prose Poem Renga Rondeau Sapphic Sestina Sonnet Tanka Terza Rima Triolet Villanelle
ORGANIZATION	OULIPO Poets of Exile Romanticism New York School New Formalism Misty Poets Modernism Modernismo
LOCATION	San Francisco
ORGANIZATION	Augustan Beat Black Arts Black Mountain Ethnopoetics Fireside Poet Harlem Renaissance Imagism Jazz Poetry Kanaka Maoli
ORGANIZATION	Academy of American Poets National Poetry Month American Poets Magazine Poets Shop Main Footer Menu Contact About Us For Advertisers Press Center Sign Up Credits Privacy Policy Academy of American Poets 75 Maiden Lane Suite
LOCATION	New York NY
ORGANIZATION	National Poetry Month Donate X Register Login
