type	entity
ORGANIZATION	Commons Contact Facebook Twitter Mail Help
ORGANIZATION	Unported CC BY SA
ORGANIZATION	Bahasa Indonesia Bahasa Malaysia Castellano Castellano Espa
PERSON	Galego
PERSON	Italiano Latviski Lietuvi Magyar Nederlands
LOCATION	Portugu
LOCATION	Portugu
ORGANIZATION	UNCITRAL
ORGANIZATION	WIPO
