type	entity
PERSON	Jane Austen
PERSON	R W Robert William Chapman
ORGANIZATION	Project Gutenberg License
PERSON	Jane Austen Editor R W Robert William Chapman
PERSON	Greg Weeks Jon Hurst Mary Meehan
ORGANIZATION	Online Distributed Proofreading Team
PERSON	Gutenberg
ORGANIZATION	London Printed for T Egerton Military Library Whitehall
ORGANIZATION	Bell
LOCATION	Charlotte Street Bedford Square
ORGANIZATION	La Belle Assemblee
PERSON	Bennet
LOCATION	Netherfield Park
PERSON	Bennet
PERSON	Bennet
PERSON	Mrs Long
LOCATION	Netherfield
LOCATION	England
PERSON	Morris
PERSON	Bennet
PERSON	Bingley
PERSON	Bingley
PERSON	William
PERSON	Lady Lucas
PERSON	Bingley
PERSON	Lizzy
PERSON	Lizzy
PERSON	Jane
PERSON	Lizzy
PERSON	Bennet
PERSON	Bennet
PERSON	Bennet
PERSON	Bingley
PERSON	Bingley
PERSON	Elizabeth
PERSON	Mrs Long
PERSON	Mrs Long
PERSON	Bennet
PERSON	Mrs Bennet
PERSON	Don
PERSON	Kitty
PERSON	Kitty
PERSON	Kitty
PERSON	Aye
PERSON	Mrs Long
PERSON	Bingley
PERSON	Bennet
PERSON	Mrs Bennet
PERSON	Mary
PERSON	Mary
PERSON	Mary
PERSON	Bingley
PERSON	Bingley
PERSON	Mrs Bennet
PERSON	Bennet
PERSON	Kitty
PERSON	Bennet
PERSON	Lydia
PERSON	Bingley
PERSON	Lydia
PERSON	Bennet
PERSON	Mrs Bennet
PERSON	Lady Lucas
PERSON	William
PERSON	Bingley
PERSON	Netherfield
PERSON	Mrs Bennet
PERSON	Bingley
PERSON	Bennet
PERSON	Mrs Bennet
PERSON	Bingley
PERSON	Mrs Bennet
LOCATION	Hertfordshire
LOCATION	Netherfield
PERSON	Lady Lucas
LOCATION	London
PERSON	Bingley
LOCATION	London
PERSON	Mr Bingley
PERSON	Mr Bingley
PERSON	Hurst
PERSON	Darcy
PERSON	Bingley
LOCATION	Derbyshire
PERSON	Mr Bingley
LOCATION	Netherfield Such
PERSON	Mr Darcy
PERSON	Mrs Hurst
ORGANIZATION	Miss Bingley
PERSON	Mrs Bennet
PERSON	Elizabeth Bennet
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
PERSON	Bennet
PERSON	Elizabeth
PERSON	Bingley
PERSON	Darcy
PERSON	Elizabeth
PERSON	Mrs Bennet
LOCATION	Netherfield
PERSON	Bingley
PERSON	Jane
PERSON	Elizabeth
PERSON	Jane
PERSON	Mary
PERSON	Bingley
PERSON	Catherine
PERSON	Lydia
LOCATION	Longbourn
PERSON	Bennet
PERSON	Bennet
PERSON	Jane
PERSON	Bingley
PERSON	Lucas
PERSON	Jane
PERSON	Maria Lucas
PERSON	Jane
PERSON	Lizzy
PERSON	Boulanger
PERSON	Mrs Bennet
PERSON	Mrs Hurst
PERSON	Bennet
PERSON	Lizzy
PERSON	Jane
PERSON	Elizabeth
PERSON	Bingley
PERSON	Elizabeth
PERSON	Bingley
PERSON	Elizabeth
LOCATION	England
ORGANIZATION	Mr Bingley
PERSON	Bingley
LOCATION	Netherfield
PERSON	Miss Bingley
PERSON	Mrs Hurst
PERSON	Bingley
LOCATION	Netherfield House
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
PERSON	Bingley
PERSON	Darcy
LOCATION	Meryton
PERSON	Bingley
PERSON	Bennet
PERSON	Darcy
PERSON	Bennet
PERSON	Mrs Hurst
PERSON	Bennet
LOCATION	Longbourn
PERSON	Bennets
PERSON	William Lucas
LOCATION	Meryton
LOCATION	Meryton
ORGANIZATION	Lucas Lodge
ORGANIZATION	St James
PERSON	Lady Lucas
PERSON	Elizabeth
LOCATION	Longbourn
PERSON	Charlotte
PERSON	Mrs Bennet
PERSON	Lucas
PERSON	Bingley
PERSON	Jane
PERSON	Robinson
PERSON	Robinson
PERSON	Robinson
LOCATION	Meryton
PERSON	Bennet
PERSON	Eliza
PERSON	Charlotte Mr Darcy
PERSON	Eliza
PERSON	Lizzy
PERSON	Mrs Long
PERSON	Jane
PERSON	Darcy
PERSON	Aye
LOCATION	Netherfield
PERSON	Bingley
PERSON	Jane
PERSON	Mrs Long
PERSON	Mrs Long
PERSON	Lucas
PERSON	Eliza Another
PERSON	Lizzy
PERSON	Ma
PERSON	Lucas
PERSON	Elizabeth
PERSON	Mary
PERSON	Darcy
PERSON	Lucas
PERSON	Mrs Bennet
LOCATION	Longbourn
LOCATION	Netherfield
PERSON	Bennet
ORGANIZATION	Miss Bingley
PERSON	Jane
PERSON	Elizabeth
PERSON	Jane
PERSON	Jane
PERSON	Jane
PERSON	Lucas
LOCATION	Charlotte
PERSON	Bingley
PERSON	Eliza
PERSON	Jane
ORGANIZATION	Bingley
PERSON	Jane
PERSON	Jane
PERSON	Elizabeth
PERSON	Jane
LOCATION	Meryton
PERSON	Vingt
LOCATION	Charlotte
PERSON	Jane
LOCATION	Charlotte
PERSON	Bingley
PERSON	Elizabeth
PERSON	Darcy
PERSON	William Lucas
PERSON	Darcy
LOCATION	Charlotte
PERSON	Forster
PERSON	Darcy
PERSON	Lucas
PERSON	Elizabeth
PERSON	Darcy
PERSON	Forster
LOCATION	Meryton
PERSON	Lucas
PERSON	Eliza
PERSON	Lucas
PERSON	Darcy There
PERSON	Mary
PERSON	Mary
PERSON	Elizabeth
PERSON	Mary
ORGANIZATION	Lucases
PERSON	Darcy
PERSON	William Lucas
PERSON	William
PERSON	Darcy
PERSON	William
PERSON	Bingley
PERSON	Darcy You
LOCATION	Meryton
ORGANIZATION	St James
PERSON	Darcy
LOCATION	London
PERSON	Elizabeth
PERSON	Eliza
PERSON	Darcy
PERSON	Darcy
PERSON	William
PERSON	Darcy
PERSON	Elizabeth
PERSON	William
PERSON	Eliza
PERSON	Darcy
PERSON	Elizabeth
PERSON	Eliza
PERSON	Elizabeth
PERSON	Bingley
PERSON	Darcy
PERSON	Elizabeth Bennet
PERSON	Elizabeth Bennet
PERSON	Bingley
LOCATION	Pemberley
PERSON	Bennet
LOCATION	Meryton
PERSON	Philips
LOCATION	London
LOCATION	Longbourn
LOCATION	Meryton
PERSON	Catherine
PERSON	Lydia
LOCATION	Meryton
PERSON	Meryton
ORGANIZATION	Philips
PERSON	Bingley
PERSON	Bennet
PERSON	Catherine
PERSON	Lydia
PERSON	Carter
LOCATION	London
PERSON	Mrs Bennet
PERSON	Bennet
PERSON	Forster
PERSON	William
PERSON	Lydia
PERSON	Forster
PERSON	Carter
PERSON	Watson
PERSON	Clarke
PERSON	Mrs Bennet
PERSON	Bennet
LOCATION	Netherfield
PERSON	Mrs Bennet
PERSON	Jane
PERSON	Jane
ORGANIZATION	Miss Bingley
PERSON	Jane
PERSON	Louisa
PERSON	CAROLINE
PERSON	Lydia
PERSON	Mrs Bennet
PERSON	Elizabeth
PERSON	Bingley
LOCATION	Meryton
PERSON	Bennet
PERSON	Elizabeth
PERSON	Jane
PERSON	Jane
PERSON	Jane
PERSON	Mrs Bennet
LOCATION	Netherfield
PERSON	Elizabeth
PERSON	Lizzy
PERSON	Jones
