type	entity
PERSON	Samuel Clemens
LOCATION	America
PERSON	Tom Sawyer
PERSON	Jim
PERSON	Tom
PERSON	Silas
LOCATION	Mississippi
PERSON	Don
PERSON	Tom Sawyer
PERSON	Tom
PERSON	Polly
PERSON	Tom
LOCATION	Arkansaw
PERSON	Sally
PERSON	Tom
PERSON	Aunt Polly
PERSON	Polly
PERSON	Tom
PERSON	Huck Finn
PERSON	Tom Sawyer
PERSON	Polly
PERSON	Tom
PERSON	Mary
PERSON	Tom
PERSON	Huck
PERSON	Huck Finn
PERSON	Brace Dunlap
PERSON	Benny
PERSON	Silas
PERSON	Brace Dunlap
PERSON	Benny Why Benny
PERSON	Silas
PERSON	Jubiter Dunlap
PERSON	Jubiter
PERSON	Jubiter
PERSON	Jubiter
PERSON	Jubiter
PERSON	Jubiter
LOCATION	North
PERSON	Jake There
PERSON	Sally
PERSON	Jubiter
PERSON	Tom
PERSON	Tom
PERSON	Sally
PERSON	Silas
PERSON	Sally
PERSON	JAKE DUNLAP
LOCATION	Louisiana
LOCATION	Upper Mississippi
LOCATION	Lower Mississippi
LOCATION	Arkansaw
LOCATION	St Louis
PERSON	Tom
PERSON	Tom
PERSON	Tom Sawyer
PERSON	Tom
PERSON	Phillips
LOCATION	Elexandria
LOCATION	Iowa
PERSON	Tom
PERSON	Tom
PERSON	Phillips
ORGANIZATION	Phillips
PERSON	Tom
PERSON	Jackson
PERSON	Tom
PERSON	Jubiter Dunlap
PERSON	Jubiter Dunlap
PERSON	Phillips
PERSON	Tom
PERSON	Jubiter Dunlap
PERSON	Dunlaps Tom
PERSON	Silas
PERSON	Brace
PERSON	Brace
PERSON	Benny
PERSON	Jubiter
PERSON	Silas
PERSON	Uncle Silas
PERSON	Jubiter
PERSON	Tom
PERSON	Brace
PERSON	Tom
PERSON	Huck
PERSON	Jubiter
PERSON	George
PERSON	Tom
PERSON	Tom
PERSON	Tom
PERSON	Tom
LOCATION	St Louis
PERSON	Tom
LOCATION	St Louis
LOCATION	Upper Mississippi
PERSON	Tom
PERSON	Tom Sawyer
PERSON	Jake Dunlap
PERSON	Said
PERSON	Bud Dixon
PERSON	Huck Finn
PERSON	Jake You
PERSON	Bud Dixon
PERSON	Hal Clayton
PERSON	Bud
PERSON	Bud Dixon
PERSON	Bud Dixon
PERSON	Hal
PERSON	Tom
PERSON	Huck
PERSON	Tom
PERSON	Bud Dixon
PERSON	Hal Clayton
PERSON	George
PERSON	Tom
LOCATION	Missouri
LOCATION	Iowa
PERSON	Bud
PERSON	Bud
PERSON	Hal
PERSON	Hal
PERSON	Bud
PERSON	Hal Clayton
ORGANIZATION	Elex
PERSON	Hal Clayton
PERSON	Silas
PERSON	Jake
PERSON	Jake
PERSON	Jake
PERSON	Brace
PERSON	Jubiter
PERSON	Said
PERSON	Tom
PERSON	Silas
PERSON	Tom
PERSON	Jake
PERSON	Brace
PERSON	Jake
PERSON	Tom
PERSON	Don
PERSON	Don
PERSON	Don
PERSON	Tom
PERSON	Jake Dunlap
PERSON	Tom
PERSON	Tom Sho
PERSON	Bill Withers
PERSON	Jack
PERSON	Jack
PERSON	Parson Silas
PERSON	Silas
PERSON	Lem Beebe
PERSON	Jim Lane Jim Lane
PERSON	Jubiter Dunlap
PERSON	Said
PERSON	Tom
PERSON	Jim
PERSON	Lem
PERSON	Jim
PERSON	Tom
PERSON	Tom Sawyer
PERSON	Tom Sawyer
PERSON	Tom Sawyer
PERSON	Tom Sawyer
PERSON	Tom Sawyer
PERSON	Tom
PERSON	Huck Finn
PERSON	Tom
PERSON	Tom
PERSON	Sally
PERSON	Tom
PERSON	Silas
PERSON	Sally
PERSON	Silas
PERSON	Tom Sawyer
PERSON	Sally
PERSON	Tom
PERSON	Lem Beebe
PERSON	Jim Lane
PERSON	Jubiter Dunlap
PERSON	Huck Finn
PERSON	Tom Sawyer
PERSON	Huck
PERSON	Tom
PERSON	Huck
