type	entity
ORGANIZATION	Onion Video Film TV Club Music Games AUX News TV Reviews Reviews Video Film TV Club Music Games AUX News TV Reviews Reviews Interview Harold Bloom
PERSON	Leonard Pierce
PERSON	Harold Bloom
ORGANIZATION	Sterling Professor of the Humanities
ORGANIZATION	Yale University Bloom
ORGANIZATION	Post Christian Nation
ORGANIZATION	America Bloom
PERSON	Cormac McCarthy
ORGANIZATION	V Club
PERSON	Harold Bloom
PERSON	Gordon Lish
LOCATION	New York
PERSON	McCarthy
PERSON	McCarthy
PERSON	Suttree
PERSON	William Faulkner
PERSON	Cormac McCarthy He
PERSON	Thomas Pynchon
PERSON	Nathanael West
PERSON	Faulkner
ORGANIZATION	Yale
PERSON	Faulkner
ORGANIZATION	Random House
PERSON	McCarthy
PERSON	Holden
ORGANIZATION	Blood Meridian
PERSON	McCarthy
PERSON	Philip Roth
PERSON	Dick
PERSON	McCarthy
ORGANIZATION	Blood Meridian
LOCATION	America
PERSON	McCarthy
PERSON	Philip Roth
PERSON	Don DeLillo
PERSON	Don
PERSON	Pynchon
PERSON	Roth
PERSON	McCarthy
ORGANIZATION	Mason
PERSON	Dixon
PERSON	Pynchon
PERSON	John Ashbery
ORGANIZATION	AVC Blood Meridian
PERSON	Jacob B
PERSON	McCarthy
PERSON	Holden
PERSON	Holden
PERSON	McCarthy
PERSON	Jeremiah
LOCATION	Jerusalem
LOCATION	United States
ORGANIZATION	Blood Meridian
PERSON	McCarthy
PERSON	McCarthy
PERSON	Melville
PERSON	Faulkner
PERSON	McCarthy
ORGANIZATION	OKCupid Christian Rudder
PERSON	J Miller
LOCATION	Silicon Valley
PERSON	Danette Chavez
LOCATION	Kotaku
PERSON	Apu Gita Jackson
PERSON	Leonard Pierce
PERSON	Miles Davis Miles Davis Leonard Pierce
PERSON	Jennifer Armstrong
PERSON	Leonard Pierce
PERSON	Leonard Pierce
