type	entity
ORGANIZATION	Boston Globe
ORGANIZATION	Boston Globe
ORGANIZATION	Boston Globe
PERSON	Harold Bloom
PERSON	Stephen King
PERSON	King
PERSON	Edgar Allan Poe
PERSON	Saul Bellow
PERSON	Philip Roth
PERSON	Arthur Miller
PERSON	Danielle Steel
PERSON	Rowling
ORGANIZATION	Yale University
PERSON	Harry Potter
PERSON	Rowling
PERSON	J K Rowling
PERSON	Rowling
PERSON	Harry Potter
PERSON	Thurber
PERSON	Kenneth Grahame
PERSON	Lewis Carroll
PERSON	Alice
PERSON	Harry Potter
PERSON	Stephen King He
PERSON	Harry Potter
PERSON	Stephen King
PERSON	Harry Potter
PERSON	Walt Whitman
PERSON	Percy Bysshe Shelley William Wordsworth
PERSON	Byron John Keats William Blake Samuel Taylor Coleridge
PERSON	Felicia Hemans Charlotte Smith Mary Tighe Laetitia Landon
PERSON	Aphra Behn
PERSON	Thomas M Green of Yale
PERSON	Thomas Pynchon
PERSON	Philip Roth
PERSON	Stephen King
PERSON	Cormac McCarthy
PERSON	Herman Melville
PERSON	Dick
PERSON	Don DeLillo
PERSON	Harold Bloom
ORGANIZATION	Yale University
ORGANIZATION	Los Angeles Times Copyright 2003 Globe Newspaper Company
ORGANIZATION	New York Times Company
