type	entity
ORGANIZATION	New York Times Books A Family Full of Unhappiness Hoping for Transcendence Search Subscribe Now Log In
PERSON	MICHIKO KAKUTANI
PERSON	Jonathan Franzen
PERSON	Franzen
PERSON	Thomas Pynchon
PERSON	Don DeLillo
ORGANIZATION	St Louis
PERSON	Buddenbrooks
LOCATION	America
PERSON	Franzen
PERSON	Berglund
LOCATION	St Paul Known
PERSON	Walter Berglund
PERSON	Patty
PERSON	Walter
PERSON	Joey
PERSON	Patty
PERSON	Franzen
PERSON	Patty
PERSON	Franzen
PERSON	Walter
PERSON	Patty
PERSON	Walter
PERSON	Richard
PERSON	Patty
PERSON	Jonathan Franzen
PERSON	Greg Martin
PERSON	Franzen
PERSON	Walter Richard Patty
PERSON	Pierre Andrei Natasha
PERSON	Tolstoy
PERSON	Walter
PERSON	Patty
PERSON	Joey
PERSON	Jessica He
PERSON	Franzen
PERSON	Walter
PERSON	Joey
ORGANIZATION	Halliburton
PERSON	Franzen
PERSON	David Foster Wallace
PERSON	George W Bush
PERSON	Howard Beale
PERSON	Franzen
PERSON	Joey
PERSON	Walter
LOCATION	West Virginia
PERSON	Franzen
PERSON	Franzen
PERSON	Jonathan Franzen
ORGANIZATION	Farrar Straus amp Giroux
PERSON	Michiko Kakutani
LOCATION	New York
PERSON	Jonathan Franzen
PERSON	Jonathan Franzen
PERSON	Jonathan Franzen
ORGANIZATION	Times Book
ORGANIZATION	Times
PERSON	Barbara Ehrenreich
PERSON	Berenice Abbott
ORGANIZATION	Star Studded Life APR
ORGANIZATION	Lives of Siamese Twins
PERSON	Chang
LOCATION	Norway
ORGANIZATION	ISIS
PERSON	Leslie Jamison
PERSON	Jonathan Franzen
PERSON	Jonathan Franzen
PERSON	Jonathan Franzen
ORGANIZATION	New York Times Site Index Navigation News World U S Politics N Y Business Tech Science Health Sports Education Obituaries Today
ORGANIZATION	C Events Guide Television Theater Video Arts Living Automobiles Crossword Food Education Fashion amp Style Health Jobs Magazine N Y C Events Guide Real Estate T Magazine Travel Weddings amp Celebrations Listings amp More Reader Center Classifieds Tools amp Services N Y C Events Guide Multimedia
ORGANIZATION	New York Times Company Home
